Timestamp,User Email,Method,Path,Status Code,Message
2025-06-15T16:25:10.279806,adminuser@gmail.com,GET,http://localhost:8000/categories,200,
2025-06-15T16:25:07.819847,adminuser@gmail.com,GET,http://localhost:8000/events?page=1&per_page=10,200,
2025-06-15T16:25:04.750205,adminuser@gmail.com,GET,http://localhost:8000/verify-token,200,
2025-06-15T16:25:02.635487,adminuser@gmail.com,GET,http://localhost:8000/verify-token,200,
2025-06-15T16:24:21.121024,adminuser@gmail.com,GET,http://localhost:8000/verify-token,200,
2025-06-15T16:11:16.192384,anonymous,GET,http://localhost:8000/favicon.ico,404,
2025-06-15T16:11:16.153690,anonymous,GET,"http://localhost:8000/events/0KeuQ1fNHqwzVVX1bsZW/comment,200,,127.0.0.1,python-requests/2.32.3",404,
2025-06-15T15:52:48.146419,adminuser@gmail.com,GET,http://testserver/categories,200,
2025-06-15T15:52:47.478397,adminuser@gmail.com,POST,http://testserver/categories,200,
2025-06-15T15:52:47.292522,adminuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/register,200,
2025-06-15T15:52:46.816613,adminuser@gmail.com,GET,http://testserver/events,200,
2025-06-15T15:52:46.451052,adminuser@gmail.com,DELETE,http://testserver/events/0KeuQ1fNHqwzVVX1bsZW/comment,200,
2025-06-15T15:52:45.364642,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:45.350472,adminuser@gmail.com,POST,http://testserver/events/0KeuQ1fNHqwzVVX1bsZW/comment,200,
2025-06-15T15:52:44.673162,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:44.659231,adminuser@gmail.com,POST,http://testserver/events/create,200,
2025-06-15T15:52:43.720807,adminuser@gmail.com,POST,http://testserver/categories,200,
2025-06-15T15:52:42.025705,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:40.138828,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:38.231472,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:36.304441,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:34.404227,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:32.531159,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:30.651660,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:28.772730,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:26.900550,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:25.007221,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:23.125941,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:21.225153,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:19.319205,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:17.341534,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:15.458241,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-15T15:52:14.890994,adminuser@gmail.com,POST,http://testserver/events/create,200,
2025-06-15T15:52:13.994611,invalid_token,POST,http://testserver/events/create,401,
2025-06-15T15:52:13.973017,invalid_token,GET,http://testserver/events,401,
2025-06-15T15:52:13.757033,invalid_token,POST,http://testserver/events/create,401,
2025-06-15T15:52:00.393405,testuser@gmail.com,DELETE,http://testserver/events/0EV6KCayRW5N9tKaUKx9/comment,403,
2025-06-15T15:52:00.196495,testuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/comment,200,
2025-06-15T15:51:59.493452,testuser@gmail.com,GET,http://testserver/events,200,
2025-06-15T15:51:59.478215,testuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/register,200,
2025-06-15T15:51:58.483519,testuser@gmail.com,GET,http://testserver/events,200,
2025-06-15T15:51:58.465107,testuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/comment,200,
2025-06-15T15:51:57.760643,testuser@gmail.com,GET,http://testserver/events,200,
2025-06-15T15:51:57.490437,testuser@gmail.com,POST,http://testserver/events/create,403,
2025-06-15T15:51:57.462965,testuser@gmail.com,GET,http://testserver/events/filter?start=2025-01-01&end=2025-12-31,200,
2025-06-15T15:51:55.940349,invalid_token,GET,http://testserver/events,401,
2025-06-14T15:43:51.356099,adminuser@gmail.com,GET,http://testserver/categories,200,
2025-06-14T15:43:50.866060,adminuser@gmail.com,POST,http://testserver/categories,200,
2025-06-14T15:43:50.490087,adminuser@gmail.com,POST,http://testserver/events/0EV6KCayRW5N9tKaUKx9/register,200,
2025-06-14T15:43:49.516974,adminuser@gmail.com,GET,http://testserver/events,200,
2025-06-14T15:43:49.232160,adminuser@gmail.com,DELETE,http://testserver/events/0KeuQ1fNHqwzVVX1bsZW/comment,200,
2025-06-14T15:43:48.056396,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:43:48.042335,adminuser@gmail.com,POST,http://testserver/events/0KeuQ1fNHqwzVVX1bsZW/comment,200,
2025-06-14T15:43:47.366304,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:43:47.351154,adminuser@gmail.com,POST,http://testserver/events/create,200,
2025-06-14T15:43:46.490983,adminuser@gmail.com,POST,http://testserver/categories,200,
2025-06-14T15:43:46.311028,adminuser@gmail.com,PUT,http://testserver/events/4twfUyVwY2ABBpp8t3uC,200,
2025-06-14T15:43:45.631364,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:43:45.091142,adminuser@gmail.com,POST,http://testserver/events/create,200,
2025-06-14T15:43:44.395013,adminuser@gmail.com,POST,http://testserver/events/2721Ag1mnmHyMkn4AHq8/cancel,200,
2025-06-14T15:43:43.725918,adminuser@gmail.com,GET,http://testserver/events?per_page=100,200,
2025-06-14T15:43:43.151779,adminuser@gmail.com,POST,http://testserver/events/create,200,
2025-06-14T15:43:42.470375,adminuser@gmail.com,GET,http://testserver/events,200,
2025-06-14T15:43:41.874068,adminuser@gmail.com,POST,http://testserver/events/create,200,
2025-06-14T15:43:29.799692,testuser@gmail.com,DELETE,http://testserver/events/0EV6KCayRW5N9tKaUKx9/comment,403,
